"","match_id","id","goals","own_goals","shots","xG","time","player_id","team_id","position","player","h_a","yellow_card","red_card","roster_in","roster_out","key_passes","assists","xA","xGChain","xGBuildup","positionOrder"
"23",15875,"430738","0","0","1","0.02528761513531208","88","3223","160","MC","Benjamin André","a","0","0","430745","0","1","0","0.10374250262975693","0.20262880623340607","0.09888630360364914","9"
"24",15875,"430739","0","0","3","0.048318225890398026","88","6012","160","ML","Luiz Araujo","a","0","0","430742","0","0","0","0","0.1601259857416153","0.11180775612592697","10"
"25",15875,"430740","1","0","1","0.08662687242031097","70","5661","160","FW","Jonathan Ikone","a","0","0","430746","0","0","0","0","0.08662687242031097","0","15"
"26",15875,"430741","0","0","3","0.20646925270557404","90","8637","160","FW","Burak Yilmaz","a","0","0","0","0","2","1","0.09888630360364914","0.226985901594162","0.1109839603304863","15"
"27",15875,"430742","0","0","0","0","2","8636","160","Sub","Jonathan Christian David","a","0","0","0","430739","0","0","0","0","0","17"
"28",15875,"430745","0","0","0","0","2","5704","160","Sub","Xeka","a","0","0","0","430738","0","0","0","0","0","17"
"29",15875,"430743","0","0","1","0.025180883705615997","20","3749","160","Sub","Jonathan Bamba","a","0","0","0","430736","0","0","0","0.04953797161579132","0.024357089772820473","17"
"30",15875,"430746","0","0","0","0","20","7756","160","Sub","Yusuf Yazici","a","0","0","0","430740","1","0","0.03655480220913887","0","0","17"
"31",15875,"430744","0","0","0","0","20","7432","160","Sub","Reinildo","a","0","0","0","430735","0","0","0","0","0","17"
"1",15883,"430954","0","0","0","0","90","5614","235","GK","Baptiste Reynet","h","0","0","0","0","0","0","0","0","0","1"
"2",15883,"430955","0","0","1","0.011264732107520103","90","5650","235","DR","Patrick Burner","h","0","0","0","0","0","0","0","0.06532170623540878","0.06532170623540878","2"
"3",15883,"430957","0","0","0","0","90","4765","235","DC","Loïck Landre","h","1","0","0","0","0","0","0","0.06532170623540878","0.06532170623540878","3"
"4",15883,"430956","0","0","0","0","90","6862","235","DC","Florian Miguel","h","0","0","0","0","0","0","0","0","0","3"
"5",15883,"430958","0","0","0","0","90","6868","235","DL","Gaetan Paquiez","h","0","0","430966","0","1","0","0.06532170623540878","0.06532170623540878","0.06532170623540878","4"
"6",15883,"430959","0","0","1","0.013898682780563831","90","7773","235","MR","Zinedine Ferhat","h","0","0","0","0","0","0","0","0.07922038435935974","0.06532170623540878","8"
"7",15883,"430960","0","0","0","0","78","4904","235","MC","Adrián Cubas","h","0","1","0","0","0","0","0","0","0","9"
"8",15883,"430961","0","0","0","0","62","5744","235","MC","Matteo Ahlinvi","h","0","0","430965","0","0","0","0","0.06532170623540878","0.06532170623540878","9"
"9",15883,"430962","0","0","1","0.06964956223964691","90","8982","235","ML","Niclas Eliasson","h","0","0","430967","0","2","0","0.14251166582107544","0.06532170623540878","0.06532170623540878","10"
"10",15883,"430963","0","0","0","0","62","7774","235","FW","Haris Duljevic","h","0","0","430968","0","1","0","0.08198697119951248","0.08198697119951248","0","15"
"11",15883,"430964","0","0","3","0.18568947911262512","90","6864","235","FW","Renaud Ripart","h","0","0","0","0","0","0","0","0.14730867743492126","0","15"
"12",15883,"430968","0","0","1","0.10413085669279099","28","8318","235","Sub","Moussa Koné","h","0","0","0","430963","0","0","0","0","0","17"
"13",15883,"430966","0","0","0","0","1","6860","235","Sub","Sofiane Alakouch","h","0","0","0","430958","0","0","0","0","0","17"
"14",15883,"430967","0","0","0","0","1","3512","235","Sub","Nolan Roux","h","0","0","0","430962","0","0","0","0","0","17"
"15",15883,"430965","0","0","0","0","28","7913","235","Sub","Lamine Fomba","h","0","0","0","430961","1","0","0.013898682780563831","0.013898682780563831","0","17"
"16",15883,"430969","0","0","0","0","90","1670","164","GK","Steve Mandanda","a","0","0","0","0","0","0","0","0.8064129948616028","0.8064129948616028","1"
"17",15883,"430970","0","0","0","0","90","92","164","DR","Hiroki Sakai","a","0","0","0","0","1","0","0.08012759685516357","0.7362990975379944","0.7362990975379944","2"
"18",15883,"430971","0","0","1","0.08012759685516357","90","7007","164","DC","Duje Caleta-Car","a","1","0","0","0","1","0","0.016445321962237358","0.5103822946548462","0.5103822946548462","3"
"19",15883,"430972","0","0","1","0.045548100024461746","90","2430","164","DC","Álvaro González","a","1","0","0","0","1","1","0.291695237159729","0.7094154357910156","0.4177201986312866","3"
"20",15883,"430973","0","0","1","0.0531054250895977","90","961","164","DL","Jordan Amavi","a","1","0","0","0","0","0","0","1.0690799951553345","1.0690799951553345","4"
"21",15883,"430974","0","0","2","0.05754837021231651","88","5789","164","DMC","Boubacar Kamara","a","0","0","430982","0","1","0","0.09927073866128922","0.8427178263664246","0.8204892873764038","7"
"22",15883,"430975","0","0","1","0.09927073866128922","90","3696","164","MC","Morgan Sanson","a","0","0","0","0","6","1","1.3898001909255981","1.4890708923339844","0.9221301674842834","9"
"23",15883,"430976","0","0","1","0.012765487655997276","88","3673","164","MC","Valentin Rongier","a","0","0","430983","0","0","0","0","1.8112878799438477","1.8112878799438477","9"
"24",15883,"430977","0","0","1","0.08419020473957062","70","6148","164","AMC","Michaël Cuisance","a","1","0","430984","0","1","0","0.022228481248021126","0.5967838764190674","0.490365207195282","12"
"25",15883,"430978","1","0","4","0.4591314494609833","72","7716","164","FW","Darío Benedetto","a","0","0","430980","0","0","0","0","0.5068105459213257","0.047679077833890915","15"
"26",15883,"430979","0","0","2","0.11634743213653564","71","536","164","FW","Dimitri Payet","a","0","0","430981","0","3","0","0.16873185336589813","0.25597649812698364","0.016445321962237358","15"
"27",15883,"430980","1","0","1","0.9221301674842834","18","3309","164","Sub","Valère Germain","a","0","0","0","430978","0","0","0","0.9221301674842834","0","17"
"28",15883,"430983","0","0","0","0","2","8980","164","Sub","Luis Henrique","a","0","0","0","430976","0","0","0","0.09266210347414017","0.09266210347414017","17"
"29",15883,"430981","0","0","2","0.23932527005672455","19","942","164","Sub","Florian Thauvin","a","0","0","0","430979","0","0","0","0.23932527005672455","0","17"
"30",15883,"430984","0","0","0","0","20","8696","164","Sub","Pape Alassane Gueye","a","0","0","0","430977","0","0","0","1.2607262134552002","1.2607262134552002","17"
"31",15883,"430982","0","0","0","0","2","1256","164","Sub","Kevin Strootman","a","0","0","0","430974","0","0","0","0.09266210347414017","0.09266210347414017","17"
"1",15885,"431358","0","0","0","0","90","5766","163","GK","Romain Salin","h","0","0","0","0","0","0","0","0","0","1"
"2",15885,"431359","0","0","1","0.013429379090666771","90","3239","163","DR","Hamari Traore","h","0","0","0","0","0","0","0","0.2694995701313019","0.25607019662857056","2"
"3",15885,"431360","0","0","0","0","47","6293","163","DC","Gerzino Nyamsi","h","0","0","431370","0","0","0","0","0.15234608948230743","0.15234608948230743","3"
"4",15885,"431361","0","0","0","0","90","3542","163","DC","Damien Da Silva","h","0","0","0","0","0","0","0","0.17993541061878204","0.17993541061878204","3"
"5",15885,"431362","0","0","1","0.01288305688649416","47","8640","163","DL","Adrien Truffert","h","0","0","431371","0","0","0","0","0.1307481974363327","0.1307481974363327","4"
"6",15885,"431363","0","0","0","0","90","2413","163","DMC","Steven N&#039;Zonzi","h","1","0","0","0","0","0","0","0.22892478108406067","0.22892478108406067","7"
