"","id","isResult","h.id","h.title","h.short_title","a.id","a.title","a.short_title","goals.h","goals.a","xG.h","xG.a","datetime","forecast.w","forecast.d","forecast.l"
"122","14559",TRUE,75,Leicester,LEI,72,Everton,EVE,0,2,0.83883,1.51486,"2020-12-16 18:00:00",0.1305,0.2971,0.5724
"123","14557",TRUE,228,Fulham,FLH,220,Brighton,BRI,0,0,1.00448,0.462456,"2020-12-16 20:00:00",0.5269,0.337,0.1361
"124","14561",TRUE,81,West Ham,WHU,78,Crystal Palace,CRY,1,1,0.449469,1.09108,"2020-12-16 20:00:00",0.1279,0.3153,0.5568
"125","14563",TRUE,87,Liverpool,LIV,82,Tottenham,TOT,2,1,1.21783,1.5161,"2020-12-16 20:00:00",0.2781,0.2611,0.4608
"126","14556",TRUE,71,Aston Villa,AVL,92,Burnley,BUR,0,0,1.81142,0.316737,"2020-12-17 18:00:00",0.7678,0.1799,0.0523
"127","14560",TRUE,238,Sheffield United,SHE,89,Manchester United,MUN,2,3,1.23525,1.78667,"2020-12-17 20:00:00",0.2175,0.2633,0.5192
"128","14568",TRUE,78,Crystal Palace,CRY,87,Liverpool,LIV,0,7,0.489318,2.86902,"2020-12-19 12:30:00",0.0192,0.074,0.9068
"129","14572",TRUE,74,Southampton,SOU,88,Manchester City,MCI,0,1,0.586972,1.15599,"2020-12-19 15:00:00",0.161,0.3106,0.5284
"130","14569",TRUE,72,Everton,EVE,83,Arsenal,ARS,2,1,0.661744,1.25206,"2020-12-19 17:30:00",0.1508,0.2951,0.5541
"131","14571",TRUE,86,Newcastle United,NEW,228,Fulham,FLH,1,1,1.26725,1.10645,"2020-12-19 20:00:00",0.4058,0.3137,0.2805
"132","14565",TRUE,220,Brighton,BRI,238,Sheffield United,SHE,1,1,2.90097,1.03713,"2020-12-20 12:00:00",0.8142,0.1309,0.0549
"133","14573",TRUE,82,Tottenham,TOT,75,Leicester,LEI,0,2,0.945932,1.74772,"2020-12-20 14:15:00",0.1388,0.2862,0.575
"134","14570",TRUE,89,Manchester United,MUN,245,Leeds,LED,6,2,4.77743,1.63467,"2020-12-20 16:30:00",0.9111,0.0538,0.0351
"135","14574",TRUE,76,West Bromwich Albion,WBA,71,Aston Villa,AVL,0,3,0.0388442,2.61964,"2020-12-20 19:15:00",0.0007,0.023,0.9763
"136","14566",TRUE,92,Burnley,BUR,229,Wolverhampton Wanderers,WOL,2,1,1.20465,1.45722,"2020-12-21 17:30:00",0.2779,0.2962,0.4259
"137","14567",TRUE,80,Chelsea,CHE,81,West Ham,WHU,3,0,2.41157,0.277737,"2020-12-21 20:00:00",0.9248,0.0652,0.01
"138","14579",TRUE,75,Leicester,LEI,89,Manchester United,MUN,2,2,1.0396,2.08423,"2020-12-26 12:30:00",0.1358,0.217,0.6472
"139","14576",TRUE,71,Aston Villa,AVL,78,Crystal Palace,CRY,3,0,4.58214,0.849086,"2020-12-26 15:00:00",0.9765,0.0188,0.0047
"140","14577",TRUE,228,Fulham,FLH,74,Southampton,SOU,0,0,0.781855,0.119709,"2020-12-26 15:00:00",0.5283,0.4211,0.0506
"141","14575",TRUE,83,Arsenal,ARS,80,Chelsea,CHE,3,1,1.94485,2.25414,"2020-12-26 17:30:00",0.2853,0.2648,0.4499
"142","14581",TRUE,88,Manchester City,MCI,86,Newcastle United,NEW,2,0,3.19575,0.200953,"2020-12-26 20:00:00",0.9721,0.0238,0.0041
"143","14582",TRUE,238,Sheffield United,SHE,72,Everton,EVE,0,1,1.25106,0.568803,"2020-12-26 20:00:00",0.5874,0.2991,0.1135
"144","14578",TRUE,245,Leeds,LED,92,Burnley,BUR,1,0,2.13271,1.54591,"2020-12-27 12:00:00",0.5321,0.2575,0.2104
"145","14583",TRUE,81,West Ham,WHU,220,Brighton,BRI,2,2,1.38877,1.50551,"2020-12-27 14:15:00",0.3232,0.2901,0.3867
"146","14580",TRUE,87,Liverpool,LIV,76,West Bromwich Albion,WBA,1,1,1.45485,0.739845,"2020-12-27 16:30:00",0.5437,0.2912,0.1651
"147","14584",TRUE,229,Wolverhampton Wanderers,WOL,82,Tottenham,TOT,1,1,0.742598,0.408109,"2020-12-27 19:15:00",0.4091,0.4096,0.1813
"148","14594",TRUE,78,Crystal Palace,CRY,75,Leicester,LEI,1,1,0.321348,1.72132,"2020-12-28 15:00:00",0.0389,0.1668,0.7943
