"","id","isResult","h.id","h.title","h.short_title","a.id","a.title","a.short_title","goals.h","goals.a","xG.h","xG.a","datetime","forecast.w","forecast.d","forecast.l"
"164","15591",TRUE,230,Parma Calcio 1913,PAR,96,Lazio,LAZ,0,2,0.38214,3.416,"2021-01-10 14:00:00",0.005,0.0306,0.9644
"165","15594",TRUE,99,Udinese,UDI,105,Napoli,NAP,1,2,2.22446,1.7625,"2021-01-10 14:00:00",0.4793,0.2383,0.2824
"166","15595",TRUE,94,Verona,VER,115,Crotone,CRO,2,1,1.29189,0.832994,"2021-01-10 14:00:00",0.4759,0.3184,0.2057
"167","15587",TRUE,110,Fiorentina,FIO,116,Cagliari,CAG,1,0,1.90744,1.25523,"2021-01-10 17:00:00",0.5426,0.27,0.1874
"168","15589",TRUE,98,Juventus,JUV,104,Sassuolo,SAS,3,1,3.03948,0.542444,"2021-01-10 19:45:00",0.9024,0.0735,0.0241
"169","15593",TRUE,260,Spezia,,102,Sampdoria,SAM,2,1,1.71534,0.433748,"2021-01-11 19:45:00",0.7684,0.1813,0.0503
"170","15601",TRUE,96,Lazio,LAZ,95,Roma,ROM,3,0,0.941571,0.639638,"2021-01-15 19:45:00",0.4156,0.3689,0.2155
"171","15597",TRUE,97,Bologna,BOL,94,Verona,VER,1,0,2.59435,0.695086,"2021-01-16 14:00:00",0.8337,0.1232,0.0431
"172","15605",TRUE,113,Torino,TOR,260,Spezia,,0,0,0.994528,0.310945,"2021-01-16 17:00:00",0.5584,0.3393,0.1023
"173","15603",TRUE,102,Sampdoria,SAM,99,Udinese,UDI,2,1,1.50541,2.78281,"2021-01-16 19:45:00",0.0946,0.1798,0.7256
"174","15602",TRUE,105,Napoli,NAP,110,Fiorentina,FIO,6,0,2.24139,1.1403,"2021-01-17 11:30:00",0.6775,0.2017,0.1208
"175","15599",TRUE,115,Crotone,CRO,222,Benevento,BEN,4,1,1.49503,2.46021,"2021-01-17 14:00:00",0.187,0.215,0.598
"176","15604",TRUE,104,Sassuolo,SAS,230,Parma Calcio 1913,PAR,1,1,1.81397,0.698377,"2021-01-17 14:00:00",0.7034,0.1988,0.0978
