"","id","isResult","h.id","h.title","h.short_title","a.id","a.title","a.short_title","goals.h","goals.a","xG.h","xG.a","datetime","forecast.w","forecast.d","forecast.l"
"109","15866",TRUE,225,Strasbourg,STR,163,Rennes,REN,1,1,0.802873,1.99479,"2020-11-27 20:00:00",0.0902,0.2245,0.6853
"110","15871",TRUE,164,Marseille,MAR,168,Nantes,NAN,3,1,2.7459,0.322283,"2020-11-28 16:00:00",0.9286,0.0586,0.0128
"111","15874",TRUE,161,Paris Saint Germain,PSG,176,Bordeaux,BOR,2,2,2.52961,1.13676,"2020-11-28 20:00:00",0.7185,0.1673,0.1142
"112","15872",TRUE,178,Lyon,LYO,177,Reims,REI,3,0,1.96635,0.334614,"2020-11-29 12:00:00",0.8074,0.1494,0.0432
"113","15867",TRUE,210,Lens,LEN,167,Angers,ANG,1,3,1.3761,2.62737,"2020-11-29 14:00:00",0.111,0.1964,0.6926
"114","15868",TRUE,179,Lorient,LOR,166,Montpellier,MPL,0,1,0.343499,1.47115,"2020-11-29 14:00:00",0.0547,0.2003,0.745
"115","15869",TRUE,171,Monaco,MON,235,Nimes,NIM,3,0,3.43581,0.208733,"2020-11-29 14:00:00",0.9731,0.0231,0.0038
"116","15870",TRUE,180,Metz,MET,241,Brest,BRE,0,2,0.704986,1.32303,"2020-11-29 14:00:00",0.1607,0.2879,0.5514
"117","15873",TRUE,170,Nice,NIC,181,Dijon,DJN,1,3,2.40463,0.980084,"2020-11-29 16:00:00",0.7367,0.1775,0.0858
"118","15875",TRUE,175,Saint-Etienne,SEN,160,Lille,LIL,1,1,0.982356,0.391883,"2020-11-29 20:00:00",0.5962,0.3097,0.0941
"119","15883",TRUE,235,Nimes,NIM,164,Marseille,MAR,0,2,0.384633,2.16881,"2020-12-04 20:00:00",0.0237,0.1006,0.8757
"120","15885",TRUE,163,Rennes,REN,210,Lens,LEN,0,2,0.503822,0.927878,"2020-12-05 16:00:00",0.1673,0.35,0.4827
