"","X.1","match_id","id","minute","result","X","Y","xG","player","h_a","player_id","situation","season","shotType","match_id.1","h_team","a_team","h_goals","a_goals","date","player_assisted","lastAction","player_gametime"
"1235",3,12448,322257,36,"BlockedShot",0.855999984741211,0.624000015258789,0.0527559742331505,"Ken Reichel","h",7884,"SetPiece",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"None","NA"
"1236",4,12448,322265,53,"BlockedShot",0.861999969482422,0.497000007629395,0.0614203549921513,"Marvin Friedrich","h",370,"FromCorner",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Robert Andrich","Chipped","NA"
"1237",5,12448,322268,64,"BlockedShot",0.861999969482422,0.318999996185303,0.0358013622462749,"Marius Bülter","h",7879,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Christian Gentner","Chipped","NA"
"1238",6,12448,322269,66,"MissedShots",0.746999969482422,0.322000007629395,0.0127190453931689,"Anthony Ujah","h",119,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Robert Andrich","BallRecovery","23"
"1239",7,12448,322270,67,"MissedShots",0.884000015258789,0.502999992370605,0.037416435778141,"Sebastian Andersson","h",7880,"OpenPlay",2019,"Head",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Christian Gentner","Aerial","NA"
"1240",8,12448,322271,71,"SavedShot",0.715,0.334000015258789,0.00748545210808516,"Christopher Trimmel","h",7875,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"None","NA"
"1241",9,12448,322272,73,"SavedShot",0.921999969482422,0.572999992370606,0.263122200965881,"Anthony Ujah","h",119,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Sheraldo Becker","Cross","23"
"1242",10,12448,322273,74,"SavedShot",0.831999969482422,0.425,0.0723667219281197,"Sheraldo Becker","h",7882,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Anthony Ujah","Pass","30"
"1243",11,12448,322275,85,"Goal",0.860999984741211,0.460999984741211,0.0910027474164963,"Anthony Ujah","h",119,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Sheraldo Becker","Pass","23"
"1244",12,12448,322252,30,"BlockedShot",0.71,0.634000015258789,0.0126516837626696,"Martin Hinteregger","a",2668,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"BallTouch","NA"
"1245",13,12448,322253,30,"MissedShots",0.73,0.278999996185303,0.0106312902644277,"Erik Durm","a",2640,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"Rebound","NA"
"1246",14,12448,322254,31,"MissedShots",0.818000030517578,0.325,0.0311920680105686,"Daichi Kamada","a",6145,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"None","NA"
"1247",15,12448,322255,31,"MissedShots",0.676999969482422,0.651999969482422,0.00950967893004417,"Martin Hinteregger","a",2668,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Djibril Sow","HeadPass","NA"
"1248",16,12448,322256,31,"SavedShot",0.853000030517578,0.537000007629394,0.0199970938265324,"Filip Kostic","a",64,"OpenPlay",2019,"Head",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Erik Durm","Cross","NA"
"1249",17,12448,322258,41,"BlockedShot",0.849000015258789,0.335999984741211,0.0475739277899265,"Erik Durm","a",2640,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Daichi Kamada","Pass","NA"
"1250",18,12448,322259,41,"BlockedShot",0.840999984741211,0.545,0.0871917828917503,"Djibril Sow","a",2624,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Erik Durm","Pass","NA"
"1251",19,12448,322260,41,"SavedShot",0.953000030517578,0.53,0.50832587480545,"André Silva","a",6170,"FromCorner",2019,"Head",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Martin Hinteregger","Aerial","NA"
"1252",20,12448,322261,42,"SavedShot",0.865,0.435999984741211,0.021245501935482,"André Silva","a",6170,"OpenPlay",2019,"Head",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"Aerial","NA"
"1253",21,12448,322262,45,"MissedShots",0.740999984741211,0.587000007629395,0.0192521661520004,"Filip Kostic","a",64,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","André Silva","Pass","NA"
"1254",22,12448,322263,47,"SavedShot",0.770999984741211,0.654000015258789,0.0229367986321449,"Filip Kostic","a",64,"OpenPlay",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Daichi Kamada","Pass","NA"
"1255",23,12448,322264,47,"Goal",0.965,0.480999984741211,0.758076846599579,"Bas Dost","a",158,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"Rebound","NA"
"1256",24,12448,322266,54,"BlockedShot",0.768000030517578,0.293999996185303,0.0529342144727707,"Filip Kostic","a",64,"DirectFreekick",2019,"LeftFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00",NA,"Standard","NA"
"1257",25,12448,322267,61,"Goal",0.933000030517578,0.532000007629394,0.537854313850403,"André Silva","a",6170,"OpenPlay",2019,"Head",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Djibril Sow","Cross","NA"
"1258",26,12448,322274,80,"MissedShots",0.915,0.505,0.0547202564775944,"Bas Dost","a",158,"OpenPlay",2019,"Head",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Almamy Touré","Aerial","NA"
"1259",27,12448,322276,92,"BlockedShot",0.899000015258789,0.362999992370605,0.101965598762035,"André Silva","a",6170,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Dominik Kohr","Pass","NA"
"1260",28,12448,322277,93,"MissedShots",0.779000015258789,0.365999984741211,0.0342974700033665,"Djibril Sow","a",2624,"OpenPlay",2019,"RightFoot",12448,"Union Berlin","Eintracht Frankfurt",1,2,"2019-09-27 18:30:00","Gonçalo Paciência","Pass","NA"
"1261",1,12449,322647,1,"BlockedShot",0.84,0.703000030517578,0.0332517027854919,"Christopher Antwi-Adjei","h",7798,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Sebastian Vasiliadis","Pass","NA"
"1262",2,12449,322650,11,"SavedShot",0.768000030517578,0.53,0.0236567836254835,"Sven Michel","h",7799,"SetPiece",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Cauly Oliveira Souza","BallTouch","NA"
"1263",3,12449,322655,37,"BlockedShot",0.805999984741211,0.465999984741211,0.043084017932415,"Sven Michel","h",7799,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"None","NA"
"1264",4,12449,322665,67,"Goal",0.905,0.34,0.081394650042057,"Kai Pröger","h",7795,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Mohamed Dräger","Pass","28"
"1265",5,12449,322666,68,"MissedShots",0.809000015258789,0.277000007629395,0.0171682108193636,"Kai Pröger","h",7795,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Uwe Hünemeier","Chipped","28"
"1266",6,12449,322667,73,"MissedShots",0.795999984741211,0.729000015258789,0.0209217090159655,"Marlon Ritter","h",2702,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Sven Michel","Pass","17"
"1267",7,12449,322668,74,"SavedShot",0.959000015258789,0.342000007629395,0.0143273863941431,"Klaus Gjasula","h",7796,"FromCorner",2019,"Head",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Christopher Antwi-Adjei","Cross","NA"
"1268",8,12449,322669,76,"SavedShot",0.768000030517578,0.73,0.0185032151639462,"Christopher Antwi-Adjei","h",7798,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Jamilu Collins","Pass","NA"
"1269",9,12449,322671,83,"Goal",0.720999984741211,0.490999984741211,0.0144830532371998,"Jamilu Collins","h",7794,"FromCorner",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"None","NA"
"1270",10,12449,322672,87,"BlockedShot",0.790999984741211,0.247999992370605,0.014320426620543,"Kai Pröger","h",7795,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Sven Michel","None","28"
"1271",11,12449,322648,6,"MissedShots",0.928000030517578,0.552000007629394,0.611558318138123,"Robert Lewandowski","a",227,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Serge Gnabry","Pass","NA"
"1272",12,12449,322649,7,"MissedShots",0.89,0.552000007629394,0.0840507224202156,"Philippe Coutinho","a",488,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Kingsley Coman","Cross","NA"
"1273",13,12449,322651,12,"MissedShots",0.89,0.629000015258789,0.282345831394196,"Kingsley Coman","a",226,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Philippe Coutinho","Pass","NA"
"1274",14,12449,322652,14,"Goal",0.965999984741211,0.36,0.288650363683701,"Serge Gnabry","a",993,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Philippe Coutinho","Chipped","NA"
"1275",15,12449,322653,20,"BlockedShot",0.700999984741211,0.439000015258789,0.0196304451674223,"Serge Gnabry","a",993,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Joshua Kimmich","Pass","NA"
"1276",16,12449,322654,30,"MissedShots",0.914000015258789,0.739000015258789,0.0548303872346878,"Kingsley Coman","a",226,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"None","NA"
"1277",17,12449,322656,39,"SavedShot",0.828000030517578,0.617000007629395,0.066590204834938,"Robert Lewandowski","a",227,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Kingsley Coman","Pass","NA"
"1278",18,12449,322657,39,"BlockedShot",0.895999984741211,0.402999992370605,0.110201597213745,"Philippe Coutinho","a",488,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"Rebound","NA"
"1279",19,12449,322658,39,"MissedShots",0.865999984741211,0.666999969482422,0.0389177426695824,"Robert Lewandowski","a",227,"FromCorner",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Serge Gnabry","None","NA"
"1280",20,12449,322659,42,"MissedShots",0.858000030517578,0.472000007629395,0.363475859165192,"Serge Gnabry","a",993,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"None","NA"
"1281",21,12449,322660,48,"BlockedShot",0.769000015258789,0.684000015258789,0.0223305374383926,"Philippe Coutinho","a",488,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Kingsley Coman","Pass","NA"
"1282",22,12449,322661,50,"MissedShots",0.834000015258789,0.7,0.023437213152647,"Alphonso Davies","a",7345,"FromCorner",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"None","44"
"1283",23,12449,322662,54,"Goal",0.931999969482422,0.535999984741211,0.583534240722656,"Philippe Coutinho","a",488,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Serge Gnabry","Pass","NA"
"1284",24,12449,322663,64,"SavedShot",0.873000030517578,0.347999992370605,0.0846450701355934,"Serge Gnabry","a",993,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Joshua Kimmich","BallTouch","NA"
"1285",25,12449,322664,64,"MissedShots",0.871999969482422,0.385999984741211,0.0905857160687447,"Serge Gnabry","a",993,"OpenPlay",2019,"LeftFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Alphonso Davies","Cross","NA"
"1286",26,12449,322670,78,"Goal",0.905,0.467000007629395,0.437756419181824,"Robert Lewandowski","a",227,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Niklas Süle","Throughball","NA"
"1287",27,12449,322673,89,"SavedShot",0.928000030517578,0.312999992370605,0.242897346615791,"Serge Gnabry","a",993,"OpenPlay",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00","Thomas Müller","Pass","NA"
"1288",28,12449,322674,93,"MissedShots",0.761999969482422,0.572000007629395,0.0749509558081627,"Philippe Coutinho","a",488,"DirectFreekick",2019,"RightFoot",12449,"Paderborn","Bayern Munich",2,3,"2019-09-28 13:30:00",NA,"Standard","NA"
"1289",1,12450,322463,5,"SavedShot",0.864000015258789,0.724000015258789,0.0324062593281269,"Jean-Paul Boëtius","h",7107,"OpenPlay",2019,"LeftFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Robin Quaison","Pass","NA"
"1290",2,12450,322465,11,"MissedShots",0.785999984741211,0.686999969482422,0.022949542850256,"Edimilson Fernandes","h",1673,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Daniel Brosinski","Pass","NA"
"1291",3,12450,322467,27,"SavedShot",0.890999984741211,0.495999984741211,0.299370676279068,"Jean-Paul Boëtius","h",7107,"OpenPlay",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Daniel Brosinski","Cross","NA"
"1292",4,12450,322468,35,"MissedShots",0.878000030517578,0.288999996185303,0.0387130677700043,"Ronael Pierre Gabriel","h",3517,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Robin Quaison","None","NA"
"1293",5,12450,322469,42,"MissedShots",0.858000030517578,0.500999984741211,0.0138908680528402,"Ádám Szalai","h",360,"OpenPlay",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Ronael Pierre Gabriel","Aerial","NA"
"1294",6,12450,322470,45,"SavedShot",0.950999984741211,0.512999992370605,0.506154417991638,"Robin Quaison","h",1275,"OpenPlay",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Daniel Brosinski","Cross","NA"
"1295",7,12450,322472,67,"BlockedShot",0.820999984741211,0.335999984741211,0.033276055008173,"Alexandru Maxim","h",63,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00",NA,"None","27"
"1296",8,12450,322473,69,"BlockedShot",0.71,0.512000007629395,0.0157922171056271,"Pierre Kunde","h",7073,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Bote Baku","Pass","NA"
"1297",9,12450,322475,80,"MissedShots",0.855999984741211,0.369000015258789,0.0277123115956783,"Karim Onisiwo","h",2631,"FromCorner",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00",NA,"None","43"
"1298",10,12450,322476,82,"MissedShots",0.866999969482422,0.417999992370605,0.00909187644720078,"Pierre Kunde","h",7073,"SetPiece",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Alexandru Maxim","Aerial","NA"
"1299",11,12450,322477,87,"BlockedShot",0.849000015258789,0.582000007629395,0.0537371411919594,"Jean-Paul Boëtius","h",7107,"FromCorner",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00",NA,"None","NA"
"1300",12,12450,322478,87,"BlockedShot",0.85,0.545999984741211,0.0695044323801994,"Jean-Paul Boëtius","h",7107,"FromCorner",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00",NA,"Rebound","NA"
"1301",13,12450,322479,89,"BlockedShot",0.785,0.572999992370606,0.031208036467433,"Taiwo Awoniyi","h",7814,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00",NA,"None","13"
"1302",14,12450,322480,89,"BlockedShot",0.950999984741211,0.554000015258789,0.114395670592785,"Ádám Szalai","h",360,"FromCorner",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00",NA,"None","NA"
"1303",15,12450,322481,90,"SavedShot",0.936999969482422,0.339000015258789,0.0130859613418579,"Pierre Kunde","h",7073,"FromCorner",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Alexandru Maxim","Cross","NA"
"1304",16,12450,322464,8,"Goal",0.93,0.477999992370605,0.402394443750381,"Marcel Tisserand","a",3216,"FromCorner",2019,"Head",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Maximilian Arnold","Cross","NA"
"1305",17,12450,322466,17,"SavedShot",0.905999984741211,0.510999984741211,0.496001392602921,"Wout Weghorst","a",7052,"OpenPlay",2019,"LeftFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Jérôme Roussillon","Pass","NA"
"1306",18,12450,322471,48,"MissedShots",0.835999984741211,0.255,0.0367302559316158,"Wout Weghorst","a",7052,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","Maximilian Arnold","BallTouch","NA"
"1307",19,12450,322474,70,"SavedShot",0.898000030517578,0.246000003814697,0.0595096610486507,"Felix Klaus","a",350,"OpenPlay",2019,"RightFoot",12450,"Mainz 05","Wolfsburg",0,1,"2019-09-28 13:30:00","William","Pass","24"
"1308",1,12451,322482,4,"MissedShots",0.730999984741211,0.7,0.0132776349782944,"Florian Niederlechner","h",306,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Iago","BallRecovery","NA"
"1309",2,12451,322487,33,"OwnGoal",0.0790000009536743,0.442000007629395,0,"Florian Niederlechner","h",306,"FromCorner",2019,"Head",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00",NA,"Punch","NA"
"1310",3,12451,322488,45,"BlockedShot",0.809000015258789,0.524000015258789,0.0449761413037777,"Rani Khedira","h",5251,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00",NA,"None","NA"
"1311",4,12451,322491,62,"MissedShots",0.675999984741211,0.445,0.0126472301781178,"Felix Uduokhai","h",6100,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Alfred Finnbogason","Pass","NA"
"1312",5,12451,322493,70,"SavedShot",0.846999969482422,0.475,0.0605187378823757,"Julian Schieber","h",2633,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00",NA,"None","20"
"1313",6,12451,322494,72,"MissedShots",0.903000030517578,0.512000007629395,0.0738069489598274,"Felix Uduokhai","h",6100,"FromCorner",2019,"Head",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Philipp Max","Cross","NA"
"1314",7,12451,322496,79,"MissedShots",0.835,0.634000015258789,0.0386352427303791,"Philipp Max","h",267,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00",NA,"None","NA"
"1315",8,12451,322497,79,"BlockedShot",0.803000030517578,0.509000015258789,0.0287798009812832,"Reece Oxford","h",543,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Florian Niederlechner","Rebound","NA"
"1316",9,12451,322483,5,"SavedShot",0.874000015258789,0.710999984741211,0.0354490168392658,"Kevin Volland","a",83,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Kai Havertz","Chipped","NA"
"1317",10,12451,322484,14,"BlockedShot",0.853000030517578,0.592999992370606,0.0124082332476974,"Julian Baumgartlinger","a",42,"FromCorner",2019,"Head",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Nadiem Amiri","Cross","NA"
"1318",11,12451,322485,20,"MissedShots",0.761999969482422,0.572999992370606,0.026260593906045,"Nadiem Amiri","a",82,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Julian Baumgartlinger","Pass","NA"
"1319",12,12451,322486,32,"SavedShot",0.763000030517578,0.288999996185303,0.0213832072913647,"Lucas Alario","a",6338,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Charles Aránguiz","Pass","NA"
"1320",13,12451,322489,50,"BlockedShot",0.849000015258789,0.655,0.064787432551384,"Kevin Volland","a",83,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Mitchell Weiser","Pass","NA"
"1321",14,12451,322490,56,"BlockedShot",0.908000030517578,0.527999992370605,0.0612802915275097,"Kai Havertz","a",5220,"OpenPlay",2019,"Head",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Kevin Volland","Chipped","NA"
"1322",15,12451,322492,63,"SavedShot",0.794000015258789,0.288999996185303,0.0647150650620461,"Kevin Volland","a",83,"DirectFreekick",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00",NA,"Standard","NA"
"1323",16,12451,322495,75,"Goal",0.745,0.515999984741211,0.0304906740784645,"Kevin Volland","a",83,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Kai Havertz","BallTouch","NA"
"1324",17,12451,322498,80,"BlockedShot",0.745999984741211,0.405999984741211,0.0286222044378519,"Nadiem Amiri","a",82,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Julian Baumgartlinger","Pass","NA"
"1325",18,12451,322499,83,"Goal",0.916999969482422,0.525,0.553898811340332,"Kai Havertz","a",5220,"OpenPlay",2019,"LeftFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Nadiem Amiri","Pass","NA"
"1326",19,12451,322500,89,"BlockedShot",0.784000015258789,0.650999984741211,0.0793636068701744,"Paulinho","a",7067,"OpenPlay",2019,"RightFoot",12451,"Augsburg","Bayer Leverkusen",0,3,"2019-09-28 13:30:00","Nadiem Amiri","Pass","22"
"1327",1,12452,322532,14,"ShotOnPost",0.779000015258789,0.467999992370605,0.0335875004529953,"Marcel Sabitzer","h",5248,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Emil Forsberg","Pass","NA"
"1328",2,12452,322533,15,"SavedShot",0.899000015258789,0.555,0.126420214772224,"Emil Forsberg","h",5249,"OpenPlay",2019,"LeftFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Timo Werner","Throughball","NA"
"1329",3,12452,322534,15,"SavedShot",0.926999969482422,0.442999992370605,0.46440789103508,"Marcel Sabitzer","h",5248,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00",NA,"Rebound","NA"
"1330",4,12452,322535,15,"MissedShots",0.77,0.317999992370605,0.0144867701455951,"Nordi Mukiele","h",5659,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00",NA,"Rebound","NA"
"1331",5,12452,322539,35,"MissedShots",0.803000030517578,0.422999992370605,0.0421736799180508,"Marcel Sabitzer","h",5248,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Marcel Halstenberg","Pass","NA"
"1332",6,12452,322541,47,"MissedShots",0.883000030517578,0.584000015258789,0.024740282446146,"Willi Orban","h",5257,"OpenPlay",2019,"Head",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Marcel Sabitzer","Cross","NA"
"1333",7,12452,322543,52,"SavedShot",0.769000015258789,0.585,0.0206278841942549,"Amadou Haidara","h",7501,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Marcel Sabitzer","Pass","NA"
"1334",8,12452,322547,64,"ShotOnPost",0.84,0.602000007629395,0.0391981489956379,"Marcel Halstenberg","h",5254,"FromCorner",2019,"LeftFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Timo Werner","BallTouch","NA"
"1335",9,12452,322548,66,"MissedShots",0.764000015258789,0.465999984741211,0.0326545573771,"Timo Werner","h",65,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Emil Forsberg","TakeOn","NA"
"1336",10,12452,322552,76,"BlockedShot",0.808000030517578,0.492999992370605,0.0527328997850418,"Timo Werner","h",65,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Marcel Sabitzer","Pass","NA"
"1337",11,12452,322553,77,"MissedShots",0.915,0.572999992370606,0.020543172955513,"Willi Orban","h",5257,"FromCorner",2019,"Head",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Christopher Nkunku","Aerial","NA"
"1338",12,12452,322554,78,"SavedShot",0.754000015258789,0.455999984741211,0.0174526236951351,"Amadou Haidara","h",7501,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Timo Werner","Pass","NA"
"1339",13,12452,322555,82,"Goal",0.785,0.669000015258789,0.0199288129806519,"Emil Forsberg","h",5249,"OpenPlay",2019,"RightFoot",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Christopher Nkunku","Pass","NA"
"1340",14,12452,322556,86,"MissedShots",0.911999969482422,0.564000015258789,0.280210494995117,"Marcel Sabitzer","h",5248,"OpenPlay",2019,"Head",12452,"RasenBallsport Leipzig","Schalke 04",1,3,"2019-09-28 13:30:00","Timo Werner","Cross","NA"
