"","X.1","match_id","id","minute","result","X","Y","xG","player","h_a","player_id","situation","season","shotType","match_id.1","h_team","a_team","h_goals","a_goals","date","player_assisted","lastAction","player_gametime"
"1",1,12403,310360,2,"SavedShot",0.783000030517578,0.542999992370605,0.0327525027096272,"Thiago Alcántara","h",229,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Serge Gnabry","Pass","NA"
"2",2,12403,310361,6,"MissedShots",0.815,0.430999984741211,0.0584453642368317,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Serge Gnabry","Pass","NA"
"3",3,12403,310364,16,"SavedShot",0.936999969482422,0.394000015258789,0.0192932449281216,"Thomas Müller","h",224,"SetPiece",2019,"Head",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","David Alaba","Aerial","NA"
"4",4,12403,310365,23,"Goal",0.935999984741211,0.505,0.593660593032837,"Robert Lewandowski","h",227,"OpenPlay",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Serge Gnabry","Pass","NA"
"5",5,12403,310366,24,"SavedShot",0.909000015258789,0.287000007629395,0.0518977269530296,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Corentin Tolisso","Pass","NA"
"6",6,12403,310367,24,"BlockedShot",0.861999969482422,0.417999992370605,0.100943610072136,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Joshua Kimmich","Pass","NA"
"7",7,12403,310368,27,"BlockedShot",0.869000015258789,0.332000007629395,0.0742076933383942,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Kingsley Coman","Pass","NA"
"8",8,12403,310369,30,"BlockedShot",0.849000015258789,0.324000015258789,0.0765295848250389,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Thomas Müller","Pass","NA"
"9",9,12403,310372,51,"SavedShot",0.92,0.617000007629395,0.296954482793808,"Kingsley Coman","h",226,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Serge Gnabry","Pass","NA"
"10",10,12403,310373,55,"SavedShot",0.749000015258789,0.318999996185303,0.0172013118863106,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Kingsley Coman","Pass","NA"
"11",11,12403,310374,59,"Goal",0.885,0.5,0.75777667760849,"Robert Lewandowski","h",227,"Penalty",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00",NA,"Standard","NA"
"12",12,12403,310375,70,"BlockedShot",0.791999969482422,0.427000007629395,0.0364076271653175,"Serge Gnabry","h",993,"OpenPlay",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00",NA,"None","NA"
"13",13,12403,310376,71,"MissedShots",0.88,0.397999992370605,0.0989687591791153,"Corentin Tolisso","h",3603,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Serge Gnabry","Pass","NA"
"14",14,12403,310379,78,"BlockedShot",0.961999969482422,0.394000015258789,0.0861031115055084,"Corentin Tolisso","h",3603,"FromCorner",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","David Alaba","HeadPass","NA"
"15",15,12403,310380,82,"BlockedShot",0.754000015258789,0.415,0.0667429491877556,"David Alaba","h",391,"DirectFreekick",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00",NA,"Standard","NA"
"16",16,12403,310381,84,"MissedShots",0.905,0.266000003814697,0.0321641825139523,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Corentin Tolisso","Chipped","NA"
"17",17,12403,310382,92,"MissedShots",0.95,0.46,0.0770207867026329,"Robert Lewandowski","h",227,"FromCorner",2019,"Head",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Joshua Kimmich","Aerial","NA"
"18",18,12403,310362,8,"SavedShot",0.805,0.615,0.0344041511416435,"Vedad Ibisevic","a",29,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Marko Grujic","Pass","NA"
"19",19,12403,310363,12,"MissedShots",0.915,0.607999992370605,0.11268337816,"Vedad Ibisevic","a",29,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Ondrej Duda","Pass","NA"
"20",20,12403,310370,35,"Goal",0.779000015258789,0.637000007629395,0.0262199006974697,"Dodi Lukebakio","a",5706,"OpenPlay",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Ondrej Duda","TakeOn","NA"
"21",21,12403,310371,37,"Goal",0.915999984741211,0.47,0.846870064735413,"Marko Grujic","a",1669,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00","Vedad Ibisevic","TakeOn","NA"
"22",22,12403,310377,76,"BlockedShot",0.795,0.497000007629395,0.124257355928421,"Ondrej Duda","a",5240,"DirectFreekick",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00",NA,"Standard","NA"
"23",23,12403,310378,76,"MissedShots",0.805999984741211,0.505999984741211,0.0401594117283821,"Ondrej Duda","a",5240,"SetPiece",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,"2019-08-16 19:30:00",NA,"None","NA"
"24",1,12404,310572,2,"BlockedShot",0.855999984741211,0.482000007629395,0.10336285084486,"Davy Klaassen","h",6045,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Johannes Eggestein","Pass","NA"
"25",2,12404,310573,3,"BlockedShot",0.768000030517578,0.645,0.017159691080451,"Maximilian Eggestein","h",125,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"None","NA"
"26",3,12404,310574,3,"MissedShots",0.896999969482422,0.547999992370605,0.0537240020930767,"Theodor Gebre Selassie","h",110,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Nuri Sahin","Cross","NA"
"27",4,12404,310576,17,"MissedShots",0.895,0.48,0.28171306848526,"Ömer Toprak","h",184,"SetPiece",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Nuri Sahin","Chipped","NA"
"28",5,12404,310577,25,"MissedShots",0.896999969482422,0.435,0.0161717440932989,"Theodor Gebre Selassie","h",110,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Nuri Sahin","Aerial","NA"
"29",6,12404,310578,31,"MissedShots",0.896999969482422,0.544000015258789,0.0796126499772072,"Yuya Osako","h",135,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Milot Rashica","Cross","NA"
"30",7,12404,310579,34,"MissedShots",0.789000015258789,0.686999969482422,0.0140457414090633,"Maximilian Eggestein","h",125,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"Aerial","NA"
"31",8,12404,310582,46,"Goal",0.915,0.545999984741211,0.0897035896778107,"Johannes Eggestein","h",6084,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Milot Rashica","Cross","NA"
"32",9,12404,310584,49,"MissedShots",0.929000015258789,0.580999984741211,0.131085991859436,"Yuya Osako","h",135,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Johannes Eggestein","Pass","NA"
"33",10,12404,310586,54,"BlockedShot",0.759000015258789,0.327999992370605,0.0151303373277187,"Davy Klaassen","h",6045,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"None","NA"
"34",11,12404,310587,54,"SavedShot",0.803000030517578,0.349000015258789,0.0338121242821217,"Nuri Sahin","h",2642,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Johannes Eggestein","Pass","NA"
"35",12,12404,310588,58,"SavedShot",0.903000030517578,0.575999984741211,0.152920722961426,"Niklas Moisander","h",1936,"SetPiece",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Nuri Sahin","Cross","NA"
"36",13,12404,310589,59,"SavedShot",0.949000015258789,0.316000003814697,0.0533096678555012,"Johannes Eggestein","h",6084,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Maximilian Eggestein","Pass","NA"
"37",14,12404,310593,66,"SavedShot",0.726999969482422,0.5,0.0149191739037633,"Yuya Osako","h",135,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Theodor Gebre Selassie","TakeOn","NA"
"38",15,12404,310594,66,"MissedShots",0.945999984741211,0.512999992370605,0.602210283279419,"Davy Klaassen","h",6045,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"Rebound","NA"
"39",16,12404,310595,69,"SavedShot",0.955999984741211,0.422999992370605,0.0631053447723389,"Niclas Füllkrug","h",6098,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Davy Klaassen","Chipped","23"
"40",17,12404,310598,74,"BlockedShot",0.835999984741211,0.422999992370605,0.0225940085947514,"Niklas Moisander","h",1936,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"Aerial","NA"
"41",18,12404,310599,75,"MissedShots",0.830999984741211,0.439000015258789,0.0405123122036457,"Johannes Eggestein","h",6084,"FromCorner",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Claudio Pizarro","BallTouch","NA"
"42",19,12404,310600,77,"SavedShot",0.765999984741211,0.510999984741211,0.0342480465769768,"Yuya Osako","h",135,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Davy Klaassen","TakeOn","NA"
"43",20,12404,310603,85,"SavedShot",0.870999984741211,0.494000015258789,0.0492823235690594,"Niclas Füllkrug","h",6098,"SetPiece",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Davy Klaassen","Chipped","23"
"44",21,12404,310604,86,"BlockedShot",0.84,0.512999992370605,0.0548768043518066,"Niclas Füllkrug","h",6098,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"None","23"
"45",22,12404,310605,87,"MissedShots",0.918000030517578,0.365999984741211,0.0174460485577583,"Yuya Osako","h",135,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Nuri Sahin","BallTouch","NA"
"46",23,12404,310606,88,"SavedShot",0.858000030517578,0.420999984741211,0.0207658726722002,"Joshua Sargent","h",7295,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Nuri Sahin","Chipped","6"
"47",24,12404,310607,93,"SavedShot",0.895,0.372999992370605,0.0584683157503605,"Joshua Sargent","h",7295,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Niclas Füllkrug","HeadPass","6"
"48",25,12404,310575,6,"MissedShots",0.745999984741211,0.487999992370605,0.0172058120369911,"Lewis Baker","a",4510,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"None","NA"
"49",26,12404,310580,35,"Goal",0.901999969482422,0.485,0.4349465072155,"Rouwen Hennings","a",7060,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Kenan Karaman","Pass","NA"
"50",27,12404,310581,38,"SavedShot",0.745999984741211,0.6,0.0248944479972124,"Erik Thommy","a",2676,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Kenan Karaman","Pass","NA"
"51",28,12404,310583,47,"MissedShots",0.86,0.432999992370605,0.0222197603434324,"Alfredo Morales","a",252,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Matthias Zimmermann","Cross","NA"
"52",29,12404,310585,51,"Goal",0.874000015258789,0.465999984741211,0.122442752122879,"Kenan Karaman","a",98,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Erik Thommy","LayOff","NA"
"53",30,12404,310590,62,"SavedShot",0.826999969482422,0.308999996185303,0.0592468045651913,"Lewis Baker","a",4510,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Matthias Zimmermann","TakeOn","NA"
"54",31,12404,310591,63,"Goal",0.931999969482422,0.495999984741211,0.0651551112532616,"Kaan Ayhan","a",347,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Erik Thommy","Aerial","NA"
"55",32,12404,310592,65,"SavedShot",0.790999984741211,0.624000015258789,0.0516001842916012,"Rouwen Hennings","a",7060,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Kenan Karaman","Pass","NA"
"56",33,12404,310596,73,"MissedShots",0.726999969482422,0.607999992370605,0.0141237275674939,"Lewis Baker","a",4510,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"None","NA"
"57",34,12404,310597,73,"MissedShots",0.888000030517578,0.763000030517578,0.0215395800769329,"Alfredo Morales","a",252,"FromCorner",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Lewis Baker","None","NA"
"58",35,12404,310601,80,"SavedShot",0.891999969482422,0.685999984741211,0.0593944042921066,"Rouwen Hennings","a",7060,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00",NA,"None","NA"
"59",36,12404,310602,80,"MissedShots",0.864000015258789,0.424000015258789,0.122587032616138,"Alfredo Morales","a",252,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,"2019-08-17 14:30:00","Thomas Pledl","Pass","NA"
"60",1,12405,310610,3,"SavedShot",0.745999984741211,0.38,0.0176347624510527,"Jérôme Gondorf","h",8,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Nils Petersen","Pass","NA"
"61",2,12405,310613,9,"SavedShot",0.788000030517578,0.562999992370605,0.0346179008483887,"Gian-Luca Waldschmidt","h",294,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"None","NA"
"62",3,12405,310614,10,"MissedShots",0.938000030517578,0.602999992370605,0.050524365156889,"Nicolas Höfler","h",4250,"FromCorner",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Jonathan Schmid","Cross","NA"
"63",4,12405,310615,11,"MissedShots",0.734000015258789,0.671999969482422,0.0439111590385437,"Jonathan Schmid","h",81,"DirectFreekick",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"Standard","NA"
"64",5,12405,310616,13,"SavedShot",0.871999969482422,0.612000007629395,0.01823341101408,"Brandon Borrello","h",7569,"OpenPlay",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Christian Günter","Cross","NA"
"65",6,12405,310617,16,"BlockedShot",0.741999969482422,0.605999984741211,0.0216127391904593,"Gian-Luca Waldschmidt","h",294,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Nicolas Höfler","Pass","NA"
"66",7,12405,310618,16,"MissedShots",0.943000030517578,0.475,0.0753551200032234,"Robin Koch","h",6273,"FromCorner",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Christian Günter","Aerial","NA"
"67",8,12405,310619,21,"MissedShots",0.825,0.68,0.0391714759171009,"Gian-Luca Waldschmidt","h",294,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Jérôme Gondorf","TakeOn","NA"
"68",9,12405,310621,28,"MissedShots",0.903000030517578,0.455999984741211,0.0347969047725201,"Robin Koch","h",6273,"SetPiece",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Christian Günter","Aerial","NA"
"69",10,12405,310622,29,"MissedShots",0.92,0.382000007629395,0.0440993681550026,"Nicolas Höfler","h",4250,"SetPiece",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Christian Günter","Chipped","NA"
"70",11,12405,310629,49,"BlockedShot",0.939000015258789,0.570999984741211,0.117167346179485,"Nico Schlotterbeck","h",7485,"FromCorner",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Christian Günter","Pass","NA"
"71",12,12405,310637,64,"MissedShots",0.81,0.731999969482422,0.0230707302689552,"Christian Günter","h",4243,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Nico Schlotterbeck","TakeOn","NA"
"72",13,12405,310638,67,"SavedShot",0.945,0.66,0.0502105467021465,"Nils Petersen","h",4248,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Lucas Höler","Cross","NA"
"73",14,12405,310639,68,"SavedShot",0.785,0.295,0.0192062854766846,"Philipp Lienhart","h",2611,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Lucas Höler","Pass","NA"
"74",15,12405,310640,73,"MissedShots",0.921999969482422,0.715,0.039249125868082,"Nico Schlotterbeck","h",7485,"SetPiece",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"None","NA"
"75",16,12405,310641,74,"MissedShots",0.794000015258789,0.624000015258789,0.0331149846315384,"Nicolas Höfler","h",4250,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Nils Petersen","Pass","NA"
"76",17,12405,310642,80,"Goal",0.88,0.580999984741211,0.428948521614075,"Lucas Höler","h",6475,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Nils Petersen","TakeOn","24"
"77",18,12405,310643,82,"Goal",0.823000030517578,0.291000003814697,0.035312931984663,"Jonathan Schmid","h",81,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Lucas Höler","Pass","NA"
"78",19,12405,310644,86,"Goal",0.885,0.5,0.75777667760849,"Gian-Luca Waldschmidt","h",294,"Penalty",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"Standard","NA"
"79",20,12405,310608,0,"BlockedShot",0.749000015258789,0.31,0.0124240294098854,"Edimilson Fernandes","a",1673,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"None","NA"
"80",21,12405,310609,1,"SavedShot",0.808000030517578,0.477999992370605,0.0671212896704674,"Danny Latza","a",43,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Karim Onisiwo","LayOff","NA"
"81",22,12405,310611,5,"MissedShots",0.749000015258789,0.31,0.0124699398875237,"Daniel Brosinski","a",38,"FromCorner",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"Aerial","NA"
"82",23,12405,310612,8,"BlockedShot",0.87,0.658000030517578,0.0363407097756863,"Aarón Martín","a",5133,"FromCorner",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Daniel Brosinski","TakeOn","NA"
"83",24,12405,310620,27,"MissedShots",0.924000015258789,0.534000015258789,0.113344192504883,"Robin Quaison","a",1275,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Karim Onisiwo","HeadPass","NA"
"84",25,12405,310623,35,"SavedShot",0.745,0.686999969482422,0.0178007949143648,"Aarón Martín","a",5133,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Danny Latza","Pass","NA"
"85",26,12405,310624,38,"MissedShots",0.878000030517578,0.485,0.02991097047925,"Robin Quaison","a",1275,"OpenPlay",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Jeremiah St. Juste","Aerial","NA"
"86",27,12405,310625,41,"SavedShot",0.865,0.510999984741211,0.0107604032382369,"Robin Quaison","a",1275,"SetPiece",2019,"Head",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Aarón Martín","Aerial","NA"
"87",28,12405,310626,43,"BlockedShot",0.82,0.547999992370605,0.0856980457901955,"Robin Quaison","a",1275,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Karim Onisiwo","Pass","NA"
"88",29,12405,310627,43,"BlockedShot",0.754000015258789,0.387999992370605,0.0209430493414402,"Edimilson Fernandes","a",1673,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Robin Quaison","Pass","NA"
"89",30,12405,310628,45,"BlockedShot",0.786999969482422,0.597000007629395,0.0319489799439907,"Robin Quaison","a",1275,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Jean-Paul Boëtius","Pass","NA"
"90",31,12405,310630,51,"MissedShots",0.951999969482422,0.352000007629395,0.0899346768856049,"Karim Onisiwo","a",2631,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Daniel Brosinski","Pass","NA"
"91",32,12405,310631,53,"BlockedShot",0.749000015258789,0.439000015258789,0.0218221805989742,"Bote Baku","a",6708,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Jean-Paul Boëtius","Pass","NA"
"92",33,12405,310632,54,"MissedShots",0.761999969482422,0.392000007629395,0.0227705221623182,"Karim Onisiwo","a",2631,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Bote Baku","Pass","NA"
"93",34,12405,310633,55,"SavedShot",0.915,0.674000015258789,0.0717649310827255,"Jean-Paul Boëtius","a",7107,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Aarón Martín","Pass","NA"
"94",35,12405,310634,56,"BlockedShot",0.744000015258789,0.46,0.0167379155755043,"Jean-Paul Boëtius","a",7107,"FromCorner",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"None","NA"
"95",36,12405,310635,57,"MissedShots",0.881999969482422,0.66,0.0581416636705399,"Robin Quaison","a",1275,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00",NA,"None","NA"
"96",37,12405,310636,60,"SavedShot",0.939000015258789,0.313999996185303,0.0377943739295006,"Karim Onisiwo","a",2631,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Daniel Brosinski","TakeOn","NA"
"97",38,12405,310645,87,"MissedShots",0.76,0.472000007629395,0.0264876522123814,"Levin Öztunali","a",118,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,"2019-08-17 14:30:00","Aarón Martín","Pass","18"
"98",1,12406,310647,2,"Goal",0.974000015258789,0.460999984741211,0.661042869091034,"Paco Alcácer","h",2380,"OpenPlay",2019,"LeftFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00",NA,"None","NA"
"99",2,12406,310648,9,"SavedShot",0.780999984741211,0.445,0.032575860619545,"Julian Weigl","h",372,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00",NA,"None","NA"
"100",3,12406,310649,10,"MissedShots",0.924000015258789,0.534000015258789,0.162760019302368,"Mats Hummels","h",373,"FromCorner",2019,"Head",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00","Thorgan Hazard","Aerial","NA"
"101",4,12406,310650,12,"MissedShots",0.845999984741211,0.435,0.0878202021121979,"Paco Alcácer","h",2380,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00","Marco Reus","Pass","NA"
"102",5,12406,310651,14,"MissedShots",0.97,0.372999992370605,0.0708050653338432,"Axel Witsel","h",3059,"SetPiece",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00","Lukasz Piszczek","HeadPass","NA"
"103",6,12406,310652,18,"SavedShot",0.906999969482422,0.527999992370605,0.100667864084244,"Marco Reus","h",319,"OpenPlay",2019,"Head",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00","Thorgan Hazard","Cross","NA"
"104",7,12406,310653,20,"BlockedShot",0.778000030517578,0.375,0.0228793192654848,"Marco Reus","h",319,"FromCorner",2019,"LeftFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00","Axel Witsel","Pass","NA"
"105",8,12406,310654,24,"SavedShot",0.873000030517578,0.424000015258789,0.0750311091542244,"Marco Reus","h",319,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00",NA,"None","NA"
"106",9,12406,310655,26,"SavedShot",0.749000015258789,0.357000007629395,0.0140562960878015,"Axel Witsel","h",3059,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00",NA,"None","NA"
"107",10,12406,310656,28,"BlockedShot",0.734000015258789,0.500999984741211,0.0152358282357454,"Axel Witsel","h",3059,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,"2019-08-17 14:30:00",NA,"None","NA"
