"","id","fid","h","a","date","league_id","season","h_goals","a_goals","team_h","team_a","h_xg","a_xg","h_w","h_d","h_l","league","h_shot","a_shot","h_shotOnTarget","a_shotOnTarget","h_deep","a_deep","a_ppda","h_ppda"
"1","12445","1388176","130","233","2019-09-22 13:30:00","3","2019","2","1","Borussia M.Gladbach","Fortuna Duesseldorf","4.2854","1.27666","0.9147","0.058","0.0273","Bundesliga","23","18","11","4","7","5","18.4000","9.8235"
"1","12446","1388178","132","129","2019-09-22 16:00:00","3","2019","2","2","Eintracht Frankfurt","Borussia Dortmund","1.15899","2.36595","0.1243","0.1931","0.6826","Bundesliga","18","16","3","7","1","6","7.9048","10.0500"
"1","12447","1388177","131","120","2019-09-23 18:30:00","3","2019","1","1","Wolfsburg","Hoffenheim","0.941782","0.743288","0.3887","0.3426","0.2687","Bundesliga","12","9","4","5","6","8","10.1379","10.0714"
"1","12448","1388227","240","132","2019-09-27 18:30:00","3","2019","1","2","Union Berlin","Eintracht Frankfurt","0.7564","2.31283","0.0601","0.1454","0.7945","Bundesliga","11","17","5","6","4","2","9.8750","13.6429"
"1","12449","1388223","205","117","2019-09-28 13:30:00","3","2019","2","3","Paderborn","Bayern Munich","0.281111","3.47305","0.0048","0.0296","0.9656","Bundesliga","10","18","5","6","2","17","9.8571","16.8000"
"1","12450","1388211","125","131","2019-09-28 13:30:00","3","2019","0","1","Mainz 05","Wolfsburg","1.27755","0.994636","0.4112","0.3241","0.2647","Bundesliga","15","4","5","3","5","7","9.4615","7.6071"
"1","12451","1388215","121","119","2019-09-28 13:30:00","3","2019","0","3","Augsburg","Bayer Leverkusen","0.27153","0.978659","0.0869","0.3246","0.5885","Bundesliga","7","11","1","5","1","6","11.0000","25.6522"
"1","12452","1388184","136","124","2019-09-28 13:30:00","3","2019","1","3","RasenBallsport Leipzig","Schalke 04","1.2781","2.64689","0.1008","0.1738","0.7254","Bundesliga","16","13","6","8","13","10","9.6061","6.3600"
"1","12453","1388185","120","130","2019-09-28 13:30:00","3","2019","0","3","Hoffenheim","Borussia M.Gladbach","1.30868","2.83647","0.1025","0.1612","0.7363","Bundesliga","17","12","4","5","5","6","10.3846","13.2381"
"1","12454","1388183","129","123","2019-09-28 16:30:00","3","2019","2","2","Borussia Dortmund","Werder Bremen","1.76252","0.98217","0.5793","0.2457","0.175","Bundesliga","19","11","7","5","8","3","22.4118","11.6667"
"1","12455","1388186","233","135","2019-09-29 13:30:00","3","2019","1","2","Fortuna Duesseldorf","Freiburg","2.01843","1.67484","0.4468","0.276","0.2772","Bundesliga","18","9","7","3","3","2","12.1600","20.2308"
"1","12456","1388219","134","122","2019-09-29 16:00:00","3","2019","0","4","FC Cologne","Hertha Berlin","0.533432","2.20336","0.044","0.1321","0.8239","Bundesliga","8","10","3","6","8","4","18.8750","10.0000"
"1","12459","1388189","122","233","2019-10-04 19:30:00","3","2019","3","1","Hertha Berlin","Fortuna Duesseldorf","2.0219","1.1795","0.5902","0.249","0.1608","Bundesliga","17","10","3","3","6","2","12.6087","11.1818"
"1","12458","1388198","205","125","2019-10-05 14:30:00","3","2019","1","2","Paderborn","Mainz 05","1.49293","2.63853","0.1397","0.206","0.6543","Bundesliga","16","16","7","7","3","7","11.2571","12.7273"
"1","12460","1388192","135","129","2019-10-05 14:30:00","3","2019","2","2","Freiburg","Borussia Dortmund","0.467957","0.774276","0.1859","0.4063","0.4078","Bundesliga","6","8","1","4","2","4","12.3333","20.0870"
"1","12461","1388231","117","120","2019-10-05 14:30:00","3","2019","1","2","Bayern Munich","Hoffenheim","1.77327","0.723738","0.6499","0.2202","0.1299","Bundesliga","20","8","4","5","11","3","21.4737","8.2069"
"1","12462","1388235","119","136","2019-10-05 14:30:00","3","2019","1","1","Bayer Leverkusen","RasenBallsport Leipzig","1.6617","2.45811","0.1843","0.2403","0.5754","Bundesliga","11","11","8","5","9","3","16.9000","7.8148"
"1","12457","1388195","124","134","2019-10-05 17:30:00","3","2019","1","1","Schalke 04","FC Cologne","2.04637","1.04818","0.6428","0.2159","0.1413","Bundesliga","15","9","3","5","12","2","10.1304","4.5946"
"1","12465","1388239","130","121","2019-10-06 12:30:00","3","2019","5","1","Borussia M.Gladbach","Augsburg","3.59033","1.35488","0.8657","0.0928","0.0415","Bundesliga","12","14","9","3","11","3","17.1739","8.0385"
"1","12463","1388440","131","240","2019-10-06 14:30:00","3","2019","1","0","Wolfsburg","Union Berlin","1.80334","0.511105","0.7255","0.1915","0.083","Bundesliga","13","14","4","3","6","2","7.6786","9.1500"
"1","12464","1388441","132","123","2019-10-06 17:00:00","3","2019","2","2","Eintracht Frankfurt","Werder Bremen","2.95637","1.75811","0.6882","0.2011","0.1107","Bundesliga","25","11","7","5","8","2","14.6875","6.7826"
"1","12471","1388218","132","119","2019-10-18 19:30:00","3","2019","3","0","Eintracht Frankfurt","Bayer Leverkusen","2.73688","1.58917","0.6558","0.1813","0.1629","Bundesliga","10","19","5","10","9","7","5.2609","16.6087"
"1","12466","1388201","121","117","2019-10-19 14:30:00","3","2019","2","2","Augsburg","Bayern Munich","2.14428","3.06071","0.1888","0.2189","0.5923","Bundesliga","9","24","7","9","3","20","6.2941","33.5385"
"1","12468","1388207","240","135","2019-10-19 14:30:00","3","2019","2","0","Union Berlin","Freiburg","1.47678","0.565578","0.6377","0.2485","0.1138","Bundesliga","17","12","5","4","8","6","11.1765","11.9310"
"1","12470","1388214","136","131","2019-10-19 14:30:00","3","2019","1","1","RasenBallsport Leipzig","Wolfsburg","1.35769","1.69441","0.2631","0.2892","0.4477","Bundesliga","15","13","5","6","6","6","10.1154","7.0690"
"1","12472","1388222","123","122","2019-10-19 14:30:00","3","2019","1","1","Werder Bremen","Hertha Berlin","0.967641","0.353813","0.5119","0.36","0.1281","Bundesliga","16","12","5","2","10","2","24.2308","15.1053"
"1","12474","1388230","233","125","2019-10-19 14:30:00","3","2019","1","0","Fortuna Duesseldorf","Mainz 05","2.01829","0.236283","0.8656","0.112","0.0224","Bundesliga","20","7","4","1","6","0","14.6842","11.7143"
"1","12469","1388210","129","130","2019-10-19 17:30:00","3","2019","1","0","Borussia Dortmund","Borussia M.Gladbach","1.62968","3.217","0.094","0.1433","0.7627","Bundesliga","16","14","7","3","6","11","12.6190","9.3182"
"1","12467","1388204","134","205","2019-10-20 14:30:00","3","2019","3","0","FC Cologne","Paderborn","2.41631","0.574545","0.8171","0.1326","0.0503","Bundesliga","17","9","6","1","3","2","9.2800","15.7083"
"1","12473","1388226","120","124","2019-10-20 17:00:00","3","2019","2","0","Hoffenheim","Schalke 04","0.973105","0.859284","0.3716","0.3601","0.2683","Bundesliga","9","11","3","1","1","14","6.0588","8.6552"
"1","12483","1388443","125","134","2019-10-25 19:30:00","3","2019","3","1","Mainz 05","FC Cologne","1.54568","1.52391","0.3765","0.271","0.3525","Bundesliga","18","17","6","8","4","9","10.8889","7.6429"
"1","12476","1388234","117","240","2019-10-26 14:30:00","3","2019","2","1","Bayern Munich","Union Berlin","2.88476","1.7324","0.6539","0.2096","0.1365","Bundesliga","21","6","10","4","15","0","15.5357","8.8636"
"1","12477","1388194","205","233","2019-10-26 14:30:00","3","2019","2","0","Paderborn","Fortuna Duesseldorf","0.738686","1.43646","0.1721","0.2729","0.555","Bundesliga","14","18","6","4","3","5","9.6364","8.8750"
"1","12478","1388191","124","129","2019-10-26 14:30:00","3","2019","0","0","Schalke 04","Borussia Dortmund","1.08518","0.346623","0.5886","0.3096","0.1018","Bundesliga","14","8","3","3","3","4","8.0000","11.0000"
"1","12481","1388188","135","136","2019-10-26 14:30:00","3","2019","2","1","Freiburg","RasenBallsport Leipzig","1.77638","2.55936","0.1965","0.2302","0.5733","Bundesliga","14","24","3","6","3","8","11.5238","12.9583"
"1","12482","1388442","122","120","2019-10-26 14:30:00","3","2019","2","3","Hertha Berlin","Hoffenheim","2.37055","2.93074","0.2603","0.2297","0.51","Bundesliga","13","17","4","8","7","4","11.3529","9.7647"
"1","12475","1388238","119","123","2019-10-26 17:30:00","3","2019","2","2","Bayer Leverkusen","Werder Bremen","2.95018","0.502517","0.9148","0.0663","0.0189","Bundesliga","24","11","4","3","8","6","17.4118","5.0000"
"1","12480","1388245","131","121","2019-10-27 14:30:00","3","2019","0","0","Wolfsburg","Augsburg","0.955818","0.741183","0.3998","0.3414","0.2588","Bundesliga","14","10","3","5","7","5","10.6500","7.1304"
"1","12479","1388242","130","132","2019-10-27 17:00:00","3","2019","4","2","Borussia M.Gladbach","Eintracht Frankfurt","1.99947","0.997822","0.6378","0.2184","0.1438","Bundesliga","13","15","7","3","5","3","8.3448","12.3500"
"1","12489","1388213","120","205","2019-11-01 19:30:00","3","2019","3","0","Hoffenheim","Paderborn","1.89547","0.464343","0.7621","0.1757","0.0622","Bundesliga","12","9","7","2","7","2","45.5000","19.9375"
"1","12484","1388197","129","131","2019-11-02 14:30:00","3","2019","3","0","Borussia Dortmund","Wolfsburg","2.14832","1.31443","0.5933","0.2263","0.1804","Bundesliga","17","12","8","3","11","9","10.8125","10.0000"
"1","12485","1388200","136","125","2019-11-02 14:30:00","3","2019","8","0","RasenBallsport Leipzig","Mainz 05","3.95826","0.85545","0.9461","0.0422","0.0117","Bundesliga","18","9","12","2","11","4","23.6316","8.1538"
"1","12486","1388203","119","130","2019-11-02 14:30:00","3","2019","1","2","Bayer Leverkusen","Borussia M.Gladbach","2.12992","2.05874","0.3762","0.2549","0.3689","Bundesliga","23","10","6","6","3","3","16.1667","7.5556"
"1","12487","1388206","132","117","2019-11-02 14:30:00","3","2019","5","1","Eintracht Frankfurt","Bayern Munich","2.99704","1.08228","0.8211","0.1211","0.0578","Bundesliga","17","8","11","3","7","5","15.0000","9.9535"
"1","12488","1388209","123","135","2019-11-02 14:30:00","3","2019","2","2","Werder Bremen","Freiburg","2.02587","0.873641","0.6763","0.1995","0.1242","Bundesliga","20","13","9","3","9","5","11.2500","15.2000"
